$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.6,1.3,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.5,0.7,1.3,1*2E
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.5,0.7,1.3,1*2E
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.5,0.7,1.3,1*2E
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.5,0.7,1.3,1*2E
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.5,0.7,1.3,1*2E
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.6,0.7,1.4,1*2A
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.2,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.2,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.2,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.2,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.2,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.5,0.7,1.3,1*2C
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.5,0.7,1.3,1*2E
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.5,0.7,1.3,1*2E
$GPGSA,M,3,10,12,13,15,18,23,24,25,32,,,,1.4,0.6,1.2,1*2F
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.2,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.2,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.2,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.4,0.6,1.2,1*2D
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
$GPGSA,M,3,10,12,13,15,18,20,23,24,25,32,,,1.6,0.7,1.4,1*28
